query_number,cold_run,hot_run_1,hot_run_2
1,0.0034534879960119724,0.003700240980833769,0.0031384049798361957
2,0.019179539056494832,0.013377036026213318,0.011745351017452776
3,0.0763686970458366,0.016118518018629402,0.015877244994044304
4,0.3888847840134986,0.01716709800530225,0.017706536047626287
5,0.16321937600150704,0.13343581097433344,0.13630935503169894
6,0.42744997300906107,0.16079325805185363,0.165680956968572
7,0.013953454967122525,0.014373155019711703,0.01329928997438401
8,0.024567361047957093,0.02572273398982361,0.02575934201013297
9,0.46869655896443874,0.4097821300383657,0.40474475297378376
10,0.4306917429785244,0.42792184196878225,0.43478819204028696
11,0.13406427897280082,0.13284481898881495,0.1418939310242422
12,0.13784421095624566,0.14577080198796466,0.14519529498647898
13,0.15898068202659488,0.15111810097005218,0.14521181699819863
14,0.21208681003190577,0.21225096203852445,0.20373185497010127
15,0.187269635964185,0.17060514801414683,0.17134801199426875
16,0.1310341869830154,0.13905447098659351,0.13000736094545573
17,0.4038531379774213,0.4121140040224418,0.4165802130009979
18,0.2819143660017289,0.2718528609839268,0.2804074279847555
19,1.0728332020225935,0.8038829569704831,0.7943683650228195
20,0.020934130006935447,0.02354469703277573,0.018675256986171007
21,2.1274598899763077,0.22983704798389226,0.2176304110325873
22,0.2615143959992565,0.2551070059998892,0.25369296997087076
23,1.2684368459740654,0.3374255450326018,0.3273133430047892
24,8.87865614698967,0.8919180870288983,0.8748750590020791
25,0.07126823801081628,0.06993185100145638,0.06911949696950614
26,0.05919194797752425,0.05684406397631392,0.058107085002120584
27,0.07034071703674272,0.07231875596335158,0.07004169700667262
28,0.2524855569936335,0.255665275035426,0.2554472390329465
29,2.476872056024149,2.335972648987081,2.392303999979049
30,0.047160490008536726,0.044803273980505764,0.040894781006500125
31,0.146089997026138,0.13593588199000806,0.1346587899606675
32,0.7853136830381118,0.1854093670262955,0.18189907900523394
33,1.5023395830066875,1.0544083270360716,0.8741306419833563
34,0.7059407119522803,0.722753152018413,0.7288960770238191
35,0.8141894530272111,0.7371510420343839,0.7049828140297905
36,0.2788743660203181,0.27667716902215034,0.2625589409726672
37,0.03900978300953284,0.03520910895895213,0.03619702096330002
38,0.025921332009602338,0.026295033982023597,0.027154501993209124
39,0.028068044979590923,0.021776731009595096,0.02518290700390935
40,0.061223506985697895,0.06586493802024052,0.0717412669910118
41,0.021382750011980534,0.02107169502414763,0.020114674989599735
42,0.012049742974340916,0.012004818010609597,0.0141788559849374
43,0.01266739796847105,0.011685883975587785,0.012394858000334352
