query_number,cold_run,hot_run_1,hot_run_2
1,0.027042157016694546,0.0017061459948308766,0.0016178730293177068
2,0.20244003599509597,0.005990609002765268,0.005773859040345997
3,0.1687591809895821,0.017061887017916888,0.016364948998671025
4,0.5423512120032683,0.027576289023272693,0.026674226042814553
5,0.2592716130311601,0.13475616299547255,0.13576741400174797
6,0.6551878830068745,0.2701050360337831,0.26246066903695464
7,0.23269814800005406,0.0048345159739255905,0.003501772996969521
8,0.030963960976805538,0.004186775011476129,0.003803604980930686
9,0.3120526500279084,0.1588136670179665,0.16120996803510934
10,0.33778727799654007,0.20653698302339762,0.2012904220027849
11,0.34869723400333896,0.07775292097358033,0.0691718949819915
12,0.14366308401804417,0.06979352002963424,0.06939944898476824
13,0.34321767499204725,0.26236895902547985,0.27328720298828557
14,0.6916132890037261,0.3464051119517535,0.28555379901081324
15,0.3344394380110316,0.2967233130475506,0.2994823209592141
16,0.2492363000055775,0.15880027395905927,0.16119829198578373
17,0.8307379870093428,0.421972966985777,0.37400512699969113
18,0.7325926180346869,0.4878504590014927,0.4677031359751709
19,1.4427441789885052,0.8417181929689832,0.9013530990341678
20,0.04822601901832968,0.012463554972782731,0.012518925999756902
21,5.050339932029601,0.23767540900735185,0.21978461503749713
22,0.9792342620203272,0.23858113202732056,0.19719666702440009
23,6.014360477973241,0.537261481047608,0.2583547080284916
24,19.82264461799059,1.6897230939939618,1.3061181780067272
25,0.21909516904270276,0.06946800102014095,0.05734397901687771
26,0.1780533569981344,0.09814070397987962,0.08081756200408563
27,0.259023821039591,0.10207348095718771,0.07881005096714944
28,0.8573195450007915,0.15199569298420101,0.13723174901679158
29,2.66884682897944,2.389755347976461,2.4403114300221205
30,0.17873355402844027,0.11811195797054097,0.16501001897267997
31,0.3447568640112877,0.12722049601143226,0.13722393801435828
32,0.5552063609939069,0.23647936095949262,0.22570698097115383
33,1.9380360019858927,1.254900663974695,1.4578702200087719
34,2.0159613480209373,0.6747654780047014,0.9134970990126021
35,2.058634909975808,0.6559605739894323,0.8129054140299559
36,0.2427139640203677,0.1724884120048955,0.2201166549930349
37,0.06689598201774061,0.020941727969329804,0.01796428201487288
38,0.04837876104284078,0.015058948018122464,0.011693732987623662
39,0.057754609966650605,0.014953803969547153,0.011479920009151101
40,0.12303402100224048,0.042800399009138346,0.043287394975777715
41,0.047959115996491164,0.010815234971232712,0.009664544952102005
42,0.04596016404684633,0.009464656992349774,0.008417673991061747
43,0.031998821010347456,0.009975355002097785,0.007386435987427831
