query_number,cold_run,hot_run_1,hot_run_2
1,0.0036318302154541016,0.0033969879150390625,0.003159046173095703
2,0.0362849235534668,0.03603219985961914,0.03574228286743164
3,0.016921043395996094,0.016857147216796875,0.01661229133605957
4,0.03132510185241699,0.031122922897338867,0.031207799911499023
5,0.8133203983306885,0.674781084060669,0.6775739192962646
6,0.8859140872955322,0.7936010360717773,0.7953500747680664
7,0.03305411338806152,0.032851219177246094,0.03230905532836914
8,0.03841996192932129,0.0380861759185791,0.037934064865112305
9,0.6258609294891357,0.6579530239105225,0.6244258880615234
10,0.9135820865631104,1.1467931270599365,0.9951422214508057
11,0.23333406448364258,0.23184514045715332,0.23696303367614746
12,0.244920015335083,0.24452495574951172,0.2447221279144287
13,0.8515329360961914,0.7864692211151123,0.8068158626556396
14,1.2585947513580322,1.2422950267791748,1.3552892208099365
15,0.6692430973052979,0.5861203670501709,0.7701520919799805
16,0.855139970779419,0.6177189350128174,0.6649768352508545
17,2.281338691711426,2.291486978530884,2.215909957885742
18,2.4613559246063232,2.1699461936950684,2.122483968734741
19,5.1006550788879395,4.75082802772522,4.476347208023071
20,0.01951003074645996,0.01907205581665039,0.018856048583984375
21,0.9262487888336182,0.9234442710876465,0.9234681129455566
22,0.5055060386657715,0.5051138401031494,0.5052359104156494
23,0.7222540378570557,0.7306549549102783,0.7165439128875732
24,6.17973518371582,6.192523002624512,6.165306091308594
25,0.2222461700439453,0.22371888160705566,0.22118806838989258
26,0.2356421947479248,0.22671222686767578,0.22749900817871094
27,0.23382997512817383,0.22908425331115723,0.22861790657043457
28,0.4725508689880371,0.46536898612976074,0.46536803245544434
29,21.504065990447998,21.071468830108643,20.83745002746582
30,0.711845874786377,0.6953110694885254,0.7197840213775635
31,0.6254603862762451,0.4447331428527832,0.4455552101135254
32,1.1126022338867188,0.8072378635406494,0.7419981956481934
33,10.134981155395508,9.923414945602417,9.903146028518677
34,6.058259963989258,5.148554086685181,5.131522178649902
35,5.223180055618286,6.159860849380493,5.278246164321899
36,0.7854549884796143,0.6602580547332764,0.6599938869476318
37,0.020418643951416016,0.04140305519104004,0.0186309814453125
38,0.013137340545654297,0.012904882431030273,0.012679100036621094
39,0.007769107818603516,0.007664203643798828,0.0072062015533447266
40,0.04172205924987793,0.036859989166259766,0.036360979080200195
41,0.007081031799316406,0.006493330001831055,0.006318092346191406
42,0.0059740543365478516,0.005867958068847656,0.005743980407714844
43,0.008450031280517578,0.008419990539550781,0.008498191833496094
