query_number,cold_run,hot_run_1,hot_run_2
1,1.8735122680664062,0.8046798706054688,1.1730198860168457
2,3.238295793533325,0.8096442222595215,0.9928197860717773
3,4.3277788162231445,1.000622034072876,1.198141098022461
4,4.4013450145721436,1.0047011375427246,1.0317671298980713
5,5.882733106613159,1.3084700107574463,1.6533691883087158
6,7.662236928939819,1.3329541683197021,2.1542463302612305
7,5.880017280578613,1.2155580520629883,1.1211462020874023
8,5.319553852081299,0.8926348686218262,1.0632221698760986
9,7.0243752002716064,1.5748260021209717,1.8277080059051514
10,8.546941995620728,1.8288910388946533,2.0273308753967285
11,7.130756855010986,1.284883975982666,1.510880947113037
12,6.953335762023926,1.4545469284057617,1.4661929607391357
13,8.64225697517395,1.462188959121704,2.087198257446289
14,10.979087829589844,3.159259080886841,3.5881097316741943
15,9.01502275466919,1.6231517791748047,2.144740104675293
16,8.429846048355103,1.195681095123291,2.665869951248169
17,13.182674884796143,3.857990264892578,4.558761119842529
18,16.623613357543945,4.056579113006592,5.1305458545684814
19,23.788622856140137,10.609285116195679,11.013743877410889
20,10.030884027481079,2.726773977279663,2.838670015335083
21,14.119829893112183,3.134827136993408,3.3775970935821533
22,11.431509971618652,3.03666090965271,3.206681728363037
23,12.43890118598938,4.697854042053223,5.2529120445251465
24,103.66026592254639,186.60952401161194,125.6939389705658
25,41.447426080703735,15.71142292022705,17.09648895263672
26,42.93701696395874,17.017552852630615,13.241623163223267
27,37.8044331073761,17.490766048431396,16.600995779037476
28,41.62442231178284,18.248389720916748,18.663644790649414
29,64.25879383087158,7.065567970275879,7.103936672210693
30,34.40527296066284,7.073444128036499,8.540111064910889
31,30.579749822616577,10.198282957077026,10.925910234451294
32,40.901992082595825,18.6869900226593,18.97538113594055
33,163.41927194595337,148.47927403450012,135.9157121181488
34,116.77223491668701,97.0247712135315,93.53154993057251
35,130.62637281417847,100.8041181564331,78.63915085792542
36,47.80502676963806,20.85725736618042,17.72178316116333
37,34.35903596878052,12.629533052444458,13.025634050369263
38,36.13776993751526,13.003544092178345,12.352204084396362
39,33.42251110076904,11.864442110061646,10.923535823822021
40,29.43943500518799,17.00118899345398,12.80136227607727
41,30.55372905731201,9.184811115264893,11.54328203201294
42,32.33223080635071,12.63738489151001,12.660454988479614
43,33.46321702003479,14.157926082611084,15.204025983810425
