query_number,cold_run,hot_run_1,hot_run_2
1,1.0291120050001155,0.9268476350002857,0.8835613440000998
2,1.741787764000037,1.2643311800002266,1.2415524530001676
3,1.7245666369999526,1.448684811000021,1.381808693000039
4,1.7283020220002072,1.4651690900000176,1.4044430090002606
5,2.915605400000004,2.059508760999961,2.085216255999967
6,2.463279994000004,1.9573285900000883,1.640896347999842
7,1.6360429449996445,1.4100141760000042,1.4204706979999173
8,1.6001237539999238,1.3436494459997448,1.3002962199998365
9,2.544546673000241,1.9075423799999953,1.9980446010004016
10,2.769557970999813,2.0720086930000434,2.1833327419999478
11,2.181672737000099,1.7078741440000158,1.5591174299997874
12,2.2240009729998746,1.6050887230003354,1.5903876500001388
13,2.2879505669998252,1.7677986420003435,1.7433936020001966
14,3.166751700000077,2.967077786000118,3.1400234949996957
15,2.5890722260000985,1.8698851740000464,1.8962426389998654
16,2.587980554999831,2.042828211000142,2.1104049330001544
17,3.172699701000056,2.542944353999701,2.7266065759999947
18,3.4101234330000807,2.5762898080001833,2.707802982999965
19,6.022711917999914,5.1195767300000625,5.529257398000027
20,1.6955057100003614,1.3538638559998617,1.2916896399997313
21,2.24667029200009,2.0756540410002344,2.0636352050000824
22,2.6321367209998243,2.3312347810001484,2.2435051719999137
23,3.567087693999838,3.0392805679998673,2.8902573300001677
24,19.83206754999992,18.096178374000374,15.709456330999728
25,2.6002185960001043,2.0950489410001865,1.8712512289998813
26,3.0195265060001475,1.9800160970003162,1.983155072000045
27,2.9129396990001624,2.258190253000066,2.084083653000107
28,2.6004282670000975,2.328479582,2.323789232999843
29,4.238087779000125,3.5065542930001357,3.4952759400002833
30,3.7465373219997673,2.406542816000183,1.8423434940000334
31,2.990436618000331,2.052879148000102,2.1876156789999186
32,2.866588526999749,2.3736160869998457,2.5062714109999433
33,7.421162844000264,6.721950256000127,6.928472499000236
34,5.058370015000037,4.675508736000211,5.035677127999861
35,5.154728251999586,4.6470590240001,5.59482703599997
36,2.5709102409996376,2.032089397999698,2.0434961710002426
37,1.1177375419997588,1.077444469999591,1.0170749969997814
38,1.1374092089999976,1.0278141789999609,1.0180364410002767
39,1.1715901449997546,1.0368558039999698,1.0240359859999444
40,1.3348535199997968,1.0769878739997694,1.0888251490000584
41,1.2179046800001743,1.0381460570001764,1.014393592000033
42,1.0764665579999928,1.0118271300002561,1.0170841539998037
43,1.0900758860002497,1.0051489269999365,1.0206292279999616
