query_number,cold_run,hot_run_1,hot_run_2
1,1.8536381721496582,1.1077988147735596,1.217362880706787
2,2.11529803276062,0.744239091873169,0.9174673557281494
3,2.416177272796631,0.8943300247192383,0.9243931770324707
4,2.437859058380127,0.9529342651367188,0.9830760955810547
5,3.1307010650634766,1.0809779167175293,1.3326148986816406
6,3.6014671325683594,1.475938081741333,1.5762569904327393
7,2.032236099243164,0.7881009578704834,0.8592116832733154
8,2.1491150856018066,0.8034930229187012,0.9595799446105957
9,3.753098964691162,1.3445980548858643,1.481226921081543
10,4.809172868728638,1.5036633014678955,1.6913058757781982
11,3.1335031986236572,0.9346640110015869,1.0442619323730469
12,3.4781908988952637,0.9830410480499268,1.0570051670074463
13,4.1043031215667725,1.6861510276794434,1.634054183959961
14,5.362907886505127,2.0322659015655518,2.529202938079834
15,3.9288582801818848,1.743779182434082,1.7105321884155273
16,3.7374069690704346,1.0813710689544678,1.8569738864898682
17,6.552299976348877,2.9011809825897217,3.9819650650024414
18,6.889107942581177,2.8389780521392822,3.2131636142730713
19,11.341401100158691,5.698138952255249,7.311012029647827
20,2.1980111598968506,0.8559300899505615,0.859062910079956
21,6.339349985122681,1.736163854598999,1.6936776638031006
22,7.523310899734497,1.8955960273742676,1.8539581298828125
23,11.982661724090576,2.7483839988708496,2.7043657302856445
24,78.83843207359314,142.4111328125,137.9768660068512
25,4.282871961593628,1.2191321849822998,1.0591309070587158
26,2.6610519886016846,1.0159640312194824,1.0687642097473145
27,4.556447982788086,1.150310754776001,1.2656269073486328
28,6.659045219421387,1.7617197036743164,1.743314266204834
29,8.03541874885559,7.1629931926727295,6.930974960327148
30,10.922022819519043,2.6153063774108887,3.622481107711792
31,4.698125839233398,1.189838171005249,1.398650884628296
32,6.453722715377808,1.8125410079956055,1.9263179302215576
33,28.128862142562866,41.63196396827698,40.09198212623596
34,13.1491219997406,13.409183025360107,13.74033784866333
35,12.676547050476074,13.181178092956543,14.227247953414917
36,3.765204906463623,0.9944038391113281,2.1767501831054688
37,2.2012319564819336,1.0550270080566406,1.124657154083252
38,2.2563929557800293,0.8679969310760498,1.2229390144348145
39,1.7077288627624512,0.8823487758636475,1.0774941444396973
40,2.785337209701538,1.2882423400878906,1.4375309944152832
41,2.344092845916748,0.8702380657196045,0.9217667579650879
42,2.074735164642334,0.8404791355133057,1.0103368759155273
43,2.290026903152466,0.8960678577423096,1.0341238975524902
