query_number,cold_run,hot_run_1,hot_run_2
1,1.5417063236236572,0.9579861164093018,0.9901270866394043
2,3.337975263595581,0.4345517158508301,0.4571709632873535
3,4.411952018737793,0.5184340476989746,0.5587208271026611
4,3.9497897624969482,0.5556879043579102,0.5708260536193848
5,6.80628514289856,1.01279616355896,1.728729009628296
6,9.641284942626953,1.0292201042175293,1.634408950805664
7,8.166326999664307,1.5960676670074463,1.4118340015411377
8,7.489344596862793,0.5282440185546875,0.5899600982666016
9,9.20906114578247,1.1942341327667236,1.853926181793213
10,10.862369775772095,1.443481683731079,2.62675404548645
11,9.532429933547974,0.8033368587493896,1.157958984375
12,8.813578128814697,1.0725908279418945,1.1019377708435059
13,11.368841171264648,1.0092222690582275,1.9794690608978271
14,13.80530595779419,2.197390079498291,5.015615940093994
15,11.938688039779663,1.2922639846801758,2.2759671211242676
16,11.890699863433838,1.6729769706726074,2.3136508464813232
17,16.72832202911377,3.6251089572906494,5.758159160614014
18,20.561118125915527,4.439035892486572,6.187347888946533
19,24.989924907684326,8.648498058319092,10.058104991912842
20,14.268045902252197,4.498964786529541,4.60494589805603
21,14.986732959747314,2.8228111267089844,2.9336819648742676
22,16.621273040771484,3.650097131729126,3.3451342582702637
23,16.162415981292725,5.032610893249512,4.917897939682007
24,136.66764783859253,160.14596009254456,178.5733621120453
25,46.794140100479126,17.50835418701172,13.95379090309143
26,48.91813111305237,14.55848503112793,17.53927493095398
27,44.55588984489441,16.37845206260681,15.086291313171387
28,46.901954889297485,17.03041124343872,17.91697597503662
29,70.21710324287415,20.581708908081055,16.597043991088867
30,149.38367891311646,31.331769943237305,37.48269009590149
31,91.04928588867188,22.14365291595459,16.756237983703613
32,96.17243790626526,39.67652916908264,33.56348013877869
33,212.88931798934937,169.8653130531311,148.38984298706055
34,187.41747999191284,109.39543128013611,111.95406484603882
35,180.92515993118286,114.64257884025574,119.46079897880554
36,115.03446507453918,43.213210344314575,39.05453109741211
37,76.96135425567627,31.722601890563965,33.373958110809326
38,86.25255918502808,26.934685230255127,28.822332859039307
39,79.0778980255127,26.940965175628662,32.324806928634644
40,78.0782561302185,34.10639691352844,33.013859033584595
41,76.44090914726257,24.63795828819275,25.76325011253357
42,80.32894086837769,30.444698095321655,28.00143003463745
43,76.04805088043213,30.076263189315796,28.422322988510132
