query_number,cold_run,hot_run_1,hot_run_2
1,0.4074952859664336,0.35960445599630475,0.3625843479530886
2,0.4068886860040948,0.3767882860265672,0.37851456401403993
3,0.44138643401674926,0.4118070269469172,0.42956304107792675
4,0.4423836129717529,0.4267162090400234,0.428062494029291
5,0.6469615070382133,0.5379076009849086,0.5605681421002373
6,0.6562017169781029,0.5351320169866085,0.6006661799037829
7,0.44110641593579203,0.41654814209323376,0.42076650995295495
8,0.4104453830514103,0.39478768908884376,0.3970568960066885
9,0.6994670659769326,0.5800627749413252,0.6270215639378875
10,0.7945672929054126,0.6142347389832139,0.6463646870106459
11,0.5739034520229325,0.49440734495874494,0.49017386697232723
12,0.5669018409680575,0.502879819017835,0.503484194050543
13,0.7068101550685242,0.6167294329497963,0.7013255330966786
14,0.9323800939600915,0.7193182229530066,0.812722907983698
15,0.7728267109487206,0.5888180349720642,0.6528289709240198
16,0.6963554249377921,0.6132290260866284,0.6350611669477075
17,1.0746779140317813,0.7398631420219317,0.901323894970119
18,1.0862365289358422,0.7598589210538194,0.9552797840442508
19,1.4002424608916044,1.0196281740209088,1.1748930610483512
20,0.4830730860121548,0.45932847703807056,0.4357805649051443
21,1.0999356439569965,0.9617511780234054,1.0071642780676484
22,1.2271524630486965,0.9886547970818356,0.9714992919471115
23,1.576037775957957,1.3456402530428022,1.3773640419822186
24,5.917472188943066,5.508769279927947,5.3439184710150585
25,0.6726145580178127,0.5404314009938389,0.5383369590854272
26,0.6119878579629585,0.5171974179102108,0.530389350024052
27,0.6695488779805601,0.5528985930141062,0.567102956934832
28,1.2005767170339823,0.9257655199617147,0.9599977220641449
29,2.8916171999881044,2.779803390032612,2.7516733340453357
30,0.5526839480735362,0.44487780204508454,0.4418742139823735
31,0.8423504839884117,0.6149488380178809,0.6435849870322272
32,0.8954218199942261,0.6912878159200773,0.7441036029485986
33,2.31204831704963,2.091561697074212,2.1416805839398876
34,2.341466848971322,1.6353616180131212,1.7377228409750387
35,2.3831731700338423,1.6043261020677164,1.8336089960066602
36,0.7419609349453822,0.613472544006072,0.724530198960565
37,0.5069865690311417,0.4735869480064139,0.4632810230832547
38,0.45174461195711046,0.42232246010098606,0.42270759597886354
39,0.46570699207950383,0.4556159869534895,0.4375349549809471
40,0.5154865819495171,0.5021139270393178,0.515487399068661
41,0.429971189936623,0.41424786497373134,0.43483157304581255
42,0.4363337099784985,0.4226513180183247,0.41615632409229875
43,0.4267281119246036,0.4174359719036147,0.40671340900007635
